7.1702709198,3.7586610317,2.4455792904,0.7464216948
3.7706835270,2.9382336140,1.9693026543,0.1929220557
3.8978321552,2.4631662369,1.7907162905,0.3447059095
2.7255346775,2.8150188923,0.4007933736,1.7904715538
