321.0109252930,333.7352905273,338.9351501465,326.4919128418
343.6625061035,355.4385986328,356.1352233887,356.8728027344
302.2405700684,316.0801391602,347.0169982910,361.7579345703
287.8320922852,301.4273681641,313.7705383301,319.9366760254
