314.1099853516,326.8054809570,334.1505126953,323.5260009766
336.7835083008,348.4789733887,350.8239746094,352.9949951172
299.9954833984,313.3404846191,340.3919982910,352.1744995117
283.6375122070,296.9879760742,308.4879760742,314.0964965820
